2.933910375484558575e-01,1.069802195214450413e-02,1.725833949665864120e+00
4.877849290013382966e-01,1.069802195214450413e-02,2.120295165710333607e-01
-1.317821179545779486e+00,1.069802195214450413e-02,1.004113905479072366e-01
-1.512215070998661925e+00,1.069802195214450413e-02,-1.434395981168202772e+00
-5.122150709986618144e-01,1.069802195214450413e-02,2.225533448968676886e+00
8.588460063191383220e-02,1.369861274602722778e+00,2.582682148507553510e-02
-1.328328961741181535e+00,-4.435228777037238806e-02,-1.585872857732087304e+00
-6.212221805546337405e-01,6.627544934161752055e-01,4.727781715242066696e+00
-1.273278652018664525e+00,8.709181076465718485e-01,7.935319727336425100e-01
-1.273278652018664525e+00,-1.129081892353428263e+00,-4.453945658874247648e-03
-1.273278652018664525e+00,-1.290818923534281237e-01,2.150242326632207934e+00
-3.452107537130863157e+00,2.189526907064343497e+00,-1.257316631570860377e+00
-2.037893974757767790e+00,7.753133446912481297e-01,7.602421842219981851e-01
-2.745000755944315252e+00,1.482420125877795591e+00,2.079843561849895828e+00
