-3.521145840048052644e+00,-9.703489397263422855e-01,-5.389706252320960456e-01
-5.521145840048053088e+00,-9.703489397263422855e-01,1.276433519724744503e+00
-4.521145840048053088e+00,-9.703489397263422855e-01,1.140098008232141247e+00
1.603659788570833467e+00,5.596457350076875503e-01,-3.197203031669459961e-01
1.894462261977383211e-01,-8.545678273654074841e-01,-3.916422372595612655e-01
8.965530073842860048e-01,-1.474610461788599114e-01,3.763068649122644160e+00
7.366511383680358904e-02,2.254212689078967102e-01,2.899764148347268922e+00
7.366511383680346414e-02,-1.774578731092103290e+00,8.198674776137649944e-01
7.366511383680353353e-02,-7.745787310921032898e-01,-1.923985641925075818e+00
-1.187151054839505004e+00,2.904672289499665716e-01,-3.732415376654497630e-01
2.270625075335898635e-01,-1.123746333423128574e+00,6.570784247426614266e-01
-4.800442736529576537e-01,-4.166395522365810011e-01,2.094420468825644477e+00
